title,type,vendor,product,version,update,raw_cpe,cpe_id,last_modified
IBM Lotus Domino,Application,Ibm,Lotus Domino,-,,cpe:2.3:a:ibm:lotus_domino:-:*:*:*:*:*:*:*,12EDDF29-B258-4834-A405-DD73CC071A0A,2007-09-14T17:36:49.090
IBM Lotus Domino Enterprise Server,Application,Ibm,Lotus Domino Enterprise Server,-,,cpe:2.3:a:ibm:lotus_domino_enterprise_server:-:*:*:*:*:*:*:*,8A0E5ECF-167E-4A2D-80BD-E5C68A8F4D26,2007-09-14T17:36:49.090
IBM Lotus Domino iNotes Client,Application,Ibm,Lotus Domino Inotes Client,-,,cpe:2.3:a:ibm:lotus_domino_inotes_client:-:*:*:*:*:*:*:*,8E140C46-AFB1-4E79-9148-66FE621E0742,2007-09-14T17:36:49.090
IBM Lotus Domino Mail Server,Application,Ibm,Lotus Domino Mail Server,-,,cpe:2.3:a:ibm:lotus_domino_mail_server:-:*:*:*:*:*:*:*,CE2C593A-42DB-436C-B45C-F539E639C300,2007-09-14T17:36:49.090
IBM Lotus Domino R5,Application,Ibm,Lotus Domino R5,-,,cpe:2.3:a:ibm:lotus_domino_r5:-:*:*:*:*:*:*:*,2F58DE7B-F0FA-451F-BB3C-C8BC05AF32F2,2007-09-14T17:36:49.090
IBM Lotus Domino Server,Application,Ibm,Lotus Domino Server,-,,cpe:2.3:a:ibm:lotus_domino_server:-:*:*:*:*:*:*:*,48460FE8-6C16-4225-9A7B-5E0CAB04E735,2007-09-14T17:36:49.090
IBM Lotus Domino Web Access,Application,Ibm,Lotus Domino Web Access,-,,cpe:2.3:a:ibm:lotus_domino_web_access:-:*:*:*:*:*:*:*,96ADD753-7DC5-4BF2-B98B-F4BAF362BC3A,2007-09-14T17:36:49.090
IBM Lotus Domino Web Server,Application,Ibm,Lotus Domino Web Server,-,,cpe:2.3:a:ibm:lotus_domino_web_server:-:*:*:*:*:*:*:*,3DDB0AD1-5E92-49F6-B34C-A9AEC172CCDF,2007-09-14T17:36:49.090
IBM Lotus Notes,Application,Ibm,Lotus Notes,-,,cpe:2.3:a:ibm:lotus_notes:-:*:*:*:*:*:*:*,0796AF89-53CB-41CC-9F0E-ACDEFA991A5D,2007-09-14T17:36:49.090
IBM Lotus Notes Client,Application,Ibm,Lotus Notes Client,-,,cpe:2.3:a:ibm:lotus_notes_client:-:*:*:*:*:*:*:*,86CE3B16-BDB8-4FE6-8CFF-805A1B6708F8,2007-09-14T17:36:49.090
IBM Lotus Notes R5,Application,Ibm,Lotus Notes R5,-,,cpe:2.3:a:ibm:lotus_notes_r5:-:*:*:*:*:*:*:*,D4EE311B-43AA-47DE-8782-52C5C3ADD05A,2007-09-14T17:36:49.090
IBM Lotus Notes Sametime,Application,Ibm,Lotus Notes Sametime,-,,cpe:2.3:a:ibm:lotus_notes_sametime:-:*:*:*:*:*:*:*,EC60A97B-84D2-40A7-A5EF-141DA51EA8A4,2007-09-14T17:36:49.090
IBM Lotus Sametime Server,Application,Ibm,Lotus Sametime Server,-,,cpe:2.3:a:ibm:lotus_sametime_server:-:*:*:*:*:*:*:*,2298E6F1-16E9-4225-BE85-F5BAF17FCA34,2007-09-14T17:36:49.090
IBM Lotus SmartSuite,Operating System,Ibm,Lotus Smartsuite,-,,cpe:2.3:o:ibm:lotus_smartsuite:-:*:*:*:*:*:*:*,43374DA6-CA45-482B-AAFE-443357F7F3A1,2007-09-14T17:36:49.090
IBM Navio NC Browser,Application,Ibm,Navio Nc Browser,-,,cpe:2.3:a:ibm:navio_nc_browser:-:*:*:*:*:*:*:*,00D94412-462E-4D92-A5B7-9E1D2D720AE9,2007-09-14T17:36:49.090
IBM Net.Commerce,Application,Ibm,Net.Commerce,-,,cpe:2.3:a:ibm:net.commerce:-:*:*:*:*:*:*:*,0BFB995B-6B9B-4CA6-A261-9AA7D2AE0BF3,2007-09-14T17:36:49.090
IBM Net.Commerce Hosting Server,Application,Ibm,Net.Commerce Hosting Server,-,,cpe:2.3:a:ibm:net.commerce_hosting_server:-:*:*:*:*:*:*:*,C3593AB4-1160-4A24-A639-F79AD4BD1D80,2007-09-14T17:36:49.090
IBM Net.Commerce Pro,Application,Ibm,Net.Commerce Pro,-,,cpe:2.3:a:ibm:net.commerce_pro:-:*:*:*:*:*:*:*,24677FF2-F474-4471-8377-325A6350BEC1,2007-09-14T17:36:49.090
IBM Net.Commerce Start,Application,Ibm,Net.Commerce Start,-,,cpe:2.3:a:ibm:net.commerce_start:-:*:*:*:*:*:*:*,799B0BBB-6693-4DE5-8D86-94BADED2D1B6,2007-09-14T17:36:49.090
IBM Net.Data,Application,Ibm,Net.Data,-,,cpe:2.3:a:ibm:net.data:-:*:*:*:*:*:*:*,431D3584-F67E-4052-AC51-0023A9493269,2007-09-14T17:36:49.090
IBM Netfinity Remote Control,Application,Ibm,Netfinity Remote Control,-,,cpe:2.3:a:ibm:netfinity_remote_control:-:*:*:*:*:*:*:*,B6ED2461-4408-43BC-9C4C-38FA78978C61,2007-09-14T17:36:49.090
IBM Network Appliance Data ONTAP,Application,Ibm,Network Appliance Data Ontap,-,,cpe:2.3:a:ibm:network_appliance_data_ontap:-:*:*:*:*:*:*:*,BC57577D-5C10-497A-B204-1E832B4F0353,2007-09-14T17:36:49.090
IBM Network Station Manager,Application,Ibm,Network Station Manager,-,,cpe:2.3:a:ibm:network_station_manager:-:*:*:*:*:*:*:*,B0CA6FEA-0BF7-4BB1-AEFC-E8403A3854AD,2007-09-14T17:36:49.090
IBM OS_2 FTP Server,Application,Ibm,Os2 Ftp Server,-,,cpe:2.3:a:ibm:os2_ftp_server:-:*:*:*:*:*:*:*,2763CCE2-6A2E-46D7-8E66-D6D50A52086E,2008-04-01T16:39:21.060
IBM OS_400,Operating System,Ibm,Os 400,-,,cpe:2.3:o:ibm:os_400:-:*:*:*:*:*:*:*,591B064A-15AE-4E33-B7F7-3FD1CC487724,2007-09-14T17:36:49.090
IBM OS2,Operating System,Ibm,Os2,-,,cpe:2.3:o:ibm:os2:-:*:*:*:*:*:*:*,101F5F11-127D-4E5D-B64B-27201F0ED114,2007-09-14T17:36:49.090
IBM Parallel Environment,Application,Ibm,Parallel Environment,-,,cpe:2.3:a:ibm:parallel_environment:-:*:*:*:*:*:*:*,4A4798B3-DB89-4D4B-9B07-E73F6E1E1F11,2007-09-14T17:36:49.090
IBM Rational ClearQuest,Application,Ibm,Rational Clearquest,-,,cpe:2.3:a:ibm:rational_clearquest:-:*:*:*:*:*:*:*,42F0096C-67E4-4612-8B27-6B17056BDF9F,2007-09-14T17:36:49.090
IBM SecureWay,Application,Ibm,Secureway,-,,cpe:2.3:a:ibm:secureway:-:*:*:*:*:*:*:*,35D56C5B-52AB-4932-B8E6-15511254B5C8,2007-09-14T17:36:49.090
IBM Secureway Firewall,Application,Ibm,Secureway Firewall,-,,cpe:2.3:a:ibm:secureway_firewall:-:*:*:*:*:*:*:*,D1E535F3-3D07-46AC-BEAA-8DBAE0F88E3B,2007-09-14T17:36:49.090
IBM System Data Repository,Application,Ibm,System Data Repository,-,,cpe:2.3:a:ibm:system_data_repository:-:*:*:*:*:*:*:*,C8A80D28-5D05-44ED-B883-946EAEE0D4C7,2007-09-14T17:36:49.090
IBM Tivoli Access Manager for e-business,Application,Ibm,Tivoli Access Manager For E-Business,-,,cpe:2.3:a:ibm:tivoli_access_manager_for_e-business:-:*:*:*:*:*:*:*,22E4B504-32D9-4931-9EBE-3898308954C4,2007-09-14T17:36:49.090
IBM Tivoli Access Manager Identity Manager Solution,Application,Ibm,Tivoli Access Manager Identity Manager Solution,-,,cpe:2.3:a:ibm:tivoli_access_manager_identity_manager_solution:-:*:*:*:*:*:*:*,3E4EC018-32ED-4226-A57D-AA8ADD5C6ED6,2007-09-14T17:36:49.090
IBM Tivoli Business Service Manager,Application,Ibm,Tivoli Business Service Manager,-,,cpe:2.3:a:ibm:tivoli_business_service_manager:-:*:*:*:*:*:*:*,6CA60160-F997-41D7-81B1-72CA3698918F,2007-09-14T17:36:49.090
IBM Tivoli Business Systems Manager,Application,Ibm,Tivoli Business Systems Manager,-,,cpe:2.3:a:ibm:tivoli_business_systems_manager:-:*:*:*:*:*:*:*,E02C7B10-2BA1-4ADD-8319-2EFC4C4D93ED,2007-09-14T17:36:49.090
IBM Tivoli Configuration Manager,Application,Ibm,Tivoli Configuration Manager,-,,cpe:2.3:a:ibm:tivoli_configuration_manager:-:*:*:*:*:*:*:*,D10C3C18-FAE3-4AEC-9E01-9C87FEA1F43F,2007-09-14T17:36:49.090
IBM Tivoli Configuration Manager for ATM,Application,Ibm,Tivoli Configuration Manager For Atm,-,,cpe:2.3:a:ibm:tivoli_configuration_manager_for_atm:-:*:*:*:*:*:*:*,2EF06F0B-EE9C-402A-A5D4-4A7B0018B003,2007-09-14T17:36:49.090
IBM Tivoli Enterprise Console,Application,Ibm,Tivoli Enterprise Console,-,,cpe:2.3:a:ibm:tivoli_enterprise_console:-:*:*:*:*:*:*:*,B246CB91-CFD1-44F8-9563-BCDBE6EB90F2,2007-09-14T17:36:49.090
IBM Tivoli Firewall Toolbox,Application,Ibm,Tivoli Firewall Toolbox,-,,cpe:2.3:a:ibm:tivoli_firewall_toolbox:-:*:*:*:*:*:*:*,D2DA863B-8814-4F97-B301-E98D8C8DF43C,2007-09-14T17:36:49.090
IBM Tivoli Identity Manager,Application,Ibm,Tivoli Identity Manager,-,,cpe:2.3:a:ibm:tivoli_identity_manager:-:*:*:*:*:*:*:*,81B79DD4-16A6-4709-8D10-D47B7446C35B,2007-09-14T17:36:49.090
IBM Tivoli Management Framework,Application,Ibm,Tivoli Management Framework,-,,cpe:2.3:a:ibm:tivoli_management_framework:-:*:*:*:*:*:*:*,E200B863-C4BF-4E10-8F4B-AF1D2E4BF1A0,2007-09-14T17:36:49.090
IBM Tivoli Monitoring Express,Application,Ibm,Tivoli Monitoring Express,-,,cpe:2.3:a:ibm:tivoli_monitoring_express:-:*:*:*:*:*:*:*,C283BE2E-CBEA-4E0C-BADB-A6A26189F487,2007-09-14T17:36:49.090
IBM Tivoli Netview OS_380,Application,Ibm,Tivoli Netview Os 380,-,,cpe:2.3:a:ibm:tivoli_netview_os_380:-:*:*:*:*:*:*:*,D6D395BA-22C4-436F-A72D-34F8C863DDEF,2008-04-01T16:39:22.813
IBM Tivoli Netview OS_390,Application,Ibm,Tivoli Netview Os 390,-,,cpe:2.3:a:ibm:tivoli_netview_os_390:-:*:*:*:*:*:*:*,8E40DD48-A1ED-40F3-A10D-DE4E2DEB42B5,2008-04-01T16:39:23.063
IBM Tivoli Network Storage Manager,Application,Ibm,Tivoli Network Storage Manager,-,,cpe:2.3:a:ibm:tivoli_network_storage_manager:-:*:*:*:*:*:*:*,447EB437-27B6-4FDE-B120-46C275B72584,2007-09-14T17:36:49.090
IBM Tivoli OPC Tracker Agent,Application,Ibm,Tivoli Opc Tracker Agent,-,,cpe:2.3:a:ibm:tivoli_opc_tracker_agent:-:*:*:*:*:*:*:*,DDA0E4C5-44F5-4C29-8B2F-840E68A0AC80,2007-09-14T17:36:49.090
IBM Tivoli Provisioning Manager OS Deployment,Application,Ibm,Tivoli Provisioning Manager Os Deployment,-,,cpe:2.3:a:ibm:tivoli_provisioning_manager_os_deployment:-:*:*:*:*:*:*:*,3B6E3C4A-27BA-494B-92AE-2DE58E9EEBF3,2007-09-14T17:36:49.090
IBM Tivoli SecureWay Policy Director,Application,Ibm,Tivoli Secureway Policy Director,-,,cpe:2.3:a:ibm:tivoli_secureway_policy_director:-:*:*:*:*:*:*:*,670EA449-E27D-498E-AE6D-929FA256622A,2007-09-14T17:36:49.090
IBM Tivoli Storage Manager,Application,Ibm,Tivoli Storage Manager,-,,cpe:2.3:a:ibm:tivoli_storage_manager:-:*:*:*:*:*:*:*,9B67167D-68A7-4746-A6CE-FDA5F1891C48,2007-09-14T17:36:49.090
IBM Trading Partner Interchange,Application,Ibm,Trading Partner Interchange,-,,cpe:2.3:a:ibm:trading_partner_interchange:-:*:*:*:*:*:*:*,10404160-5E8F-48B7-BAEA-3D87AF30F571,2007-09-14T17:36:49.090
IBM U2 UniVerse,Application,Ibm,U2 Universe,-,,cpe:2.3:a:ibm:u2_universe:-:*:*:*:*:*:*:*,ACBE968B-C95C-4ACA-95C7-BDB6E4147CDB,2007-09-14T17:36:49.090
IBM VisualAge for Java,Application,Ibm,Visualage For Java,-,,cpe:2.3:a:ibm:visualage_for_java:-:*:*:*:*:*:*:*,7AE14FA4-4261-4184-848B-CEAD26F77AE7,2007-09-14T17:36:49.090
IBM WebSphere Application Server,Application,Ibm,Websphere Application Server,-,,cpe:2.3:a:ibm:websphere_application_server:-:*:*:*:*:*:*:*,E54AA9CE-0751-437F-8083-04A53F9B08B1,2007-09-14T17:36:49.090
IBM WebSphere Caching Proxy Server,Application,Ibm,Websphere Caching Proxy Server,-,,cpe:2.3:a:ibm:websphere_caching_proxy_server:-:*:*:*:*:*:*:*,FB5C9F10-5F29-4E67-AA7B-CFF36B4DE50D,2007-09-14T17:36:49.090
IBM WebSphere Commerce Suite,Application,Ibm,Websphere Commerce Suite,-,,cpe:2.3:a:ibm:websphere_commerce_suite:-:*:*:*:*:*:*:*,AEC1209D-B472-4F38-82CE-54F86DE88FD7,2007-09-14T17:36:49.090
IBM WebSphere Commerce Suite MarketPlace,Application,Ibm,Websphere Commerce Suite Marketplace,-,,cpe:2.3:a:ibm:websphere_commerce_suite_marketplace:-:*:*:*:*:*:*:*,F2E98979-164D-4A5B-B2A4-C90C9F6C03D5,2007-09-14T17:36:49.090
IBM WebSphere Commerce Suite Service Provider,Application,Ibm,Websphere Commerce Suite Service Provider,-,,cpe:2.3:a:ibm:websphere_commerce_suite_service_provider:-:*:*:*:*:*:*:*,A8CEFA2F-F60A-4155-B19B-DB90B4A93D01,2007-09-14T17:36:49.090
IBM WebSphere Commerce Suite Start,Application,Ibm,Websphere Commerce Suite Start,-,,cpe:2.3:a:ibm:websphere_commerce_suite_start:-:*:*:*:*:*:*:*,162AEAA6-05ED-4705-B300-17EBEC40B39F,2007-09-14T17:36:49.090
IBM Websphere Edge server Caching proxy,Application,Ibm,Websphere Edge Server Caching Proxy,-,,cpe:2.3:a:ibm:websphere_edge_server_caching_proxy:-:*:*:*:*:*:*:*,3E85DBFB-6838-4625-BA79-A5951FE4C661,2007-09-14T17:36:49.090
IBM WebSphere Everyplace Server,Application,Ibm,Websphere Everyplace Server,-,,cpe:2.3:a:ibm:websphere_everyplace_server:-:*:*:*:*:*:*:*,9A424540-8D0C-49BA-8B15-C3FD92581DEF,2007-09-14T17:36:49.090
IBM WebSphere Host On-Demand,Application,Ibm,Websphere Host On-Demand,-,,cpe:2.3:a:ibm:websphere_host_on-demand:-:*:*:*:*:*:*:*,3B4F8C23-B314-49E7-AF39-DF137D909389,2007-09-14T17:36:49.090
IBM WebSphere plugin,Application,Ibm,Websphere Plugin,-,,cpe:2.3:a:ibm:websphere_plugin:-:*:*:*:*:*:*:*,5B1AA9E4-23FD-4F97-A092-F0A8C5A46315,2007-09-14T17:36:49.090
IBM WSPortal,Application,Ibm,Wsportal,-,,cpe:2.3:a:ibm:wsportal:-:*:*:*:*:*:*:*,96A47341-E17E-4745-BC0F-553ED63C1EC9,2007-09-14T17:36:49.090
Ilex Engineering LRGS,Application,Ilexeng,Lrgs,-,,cpe:2.3:a:ilexeng:lrgs:-:*:*:*:*:*:*:*,EB3240BB-D7EB-417D-9361-8BF072EE3670,2008-03-25T19:15:44.850
ImageMagick,Application,Imagemagick,Imagemagick,-,,cpe:2.3:a:imagemagick:imagemagick:-:*:*:*:*:*:*:*,DFF21964-77F8-484D-A600-75C7CE77E1F0,2017-03-24T17:44:49.220
Informatica PowerCenter,Application,Informatica,Powercenter,-,,cpe:2.3:a:informatica:powercenter:-:*:*:*:*:*:*:*,A5AB83E0-DCDB-49E1-9DB0-EEF41869FE4C,2007-09-14T17:36:49.090
Intel 2100 PROSet_Wireless,Application,Intel,2100 Proset Wireless,-,,cpe:2.3:a:intel:2100_proset_wireless:-:*:*:*:*:*:*:*,D4958975-0565-4728-979F-5120FD7B8281,2008-04-01T16:11:12.893
Intel 2200BG PROSet_Wireless,Application,Intel,2200Bg Proset Wireless,-,,cpe:2.3:a:intel:2200bg_proset_wireless:-:*:*:*:*:*:*:*,46E71EAF-4E47-4ADC-97FD-9ED6C3511621,2008-04-01T16:11:13.063
Intel 2915ABG PROSet_Wireless,Application,Intel,2915Abg Proset Wireless,-,,cpe:2.3:a:intel:2915abg_proset_wireless:-:*:*:*:*:*:*:*,DC637133-59EB-48ED-8DDE-79853E1DBB53,2008-04-01T16:11:13.423
Intel CLI Auto-configuration Utility,Application,Intel,Cli Auto-Configuration Utility,-,,cpe:2.3:a:intel:cli_auto-configuration_utility:-:*:*:*:*:*:*:*,A98B31B9-1D23-4583-8A8A-591DA096CECD,2007-09-14T17:36:49.090
Intel Client System Setup Utility,Application,Intel,Client System Setup Utility,-,,cpe:2.3:a:intel:client_system_setup_utility:-:*:*:*:*:*:*:*,77221227-47F7-4118-A156-DA39A193A47E,2007-09-14T17:36:49.090
Intel GEOMedia Webmap,Application,Intel,Geomedia Webmap,-,,cpe:2.3:a:intel:geomedia_webmap:-:*:*:*:*:*:*:*,CB474C3B-5870-4E12-86C9-5810D5A6D0A6,2007-09-14T17:36:49.090
Intel Graphics Accelerator Driver,Application,Intel,Graphics Accelerator Driver,-,,cpe:2.3:a:intel:graphics_accelerator_driver:-:*:*:*:*:*:*:*,0CDD7DF8-E0F7-4364-9F45-C53EA7B990F1,2007-09-14T17:36:49.090
Intel High-bandwidth Digital Content Protection,Application,Intel,High-Bandwidth Digital Content Protection,-,,cpe:2.3:a:intel:high-bandwidth_digital_content_protection:-:*:*:*:*:*:*:*,A230590F-FC87-4F0F-B26E-CE7A220EED9D,2007-09-14T17:36:49.090
Intel InBusiness eMail Station,Application,Intel,Inbusiness Email Station,-,,cpe:2.3:a:intel:inbusiness_email_station:-:*:*:*:*:*:*:*,D99293A2-AACA-49E6-8CCD-327BDCD21525,2007-09-14T17:36:49.090
Intel Intel Display Adapter Driver,Application,Intel,Display Adapter Driver,-,,cpe:2.3:a:intel:display_adapter_driver:-:*:*:*:*:*:*:*,F43A91FE-41E5-4149-9AE4-D29C3695F61C,2008-04-01T16:11:14.797
Intel iParty,Application,Intel,Iparty,-,,cpe:2.3:a:intel:iparty:-:*:*:*:*:*:*:*,A3550C09-7011-44B0-8C97-2CF8B22D8EBD,2007-09-14T17:36:49.090
Intel LAN Adapters SNMP Agent,Application,Intel,Lan Adapters Snmp Agent,-,,cpe:2.3:a:intel:lan_adapters_snmp_agent:-:*:*:*:*:*:*:*,53EBA7B9-2A9D-47F3-BD04-2A7BF3C774E1,2007-09-14T17:36:49.090
Intel Server Configuration Wizard,Application,Intel,Server Configuration Wizard,-,,cpe:2.3:a:intel:server_configuration_wizard:-:*:*:*:*:*:*:*,EEE10E9D-6917-4741-AC14-B528DF3ED5CC,2007-09-14T17:36:49.090
Intel Server Control,Application,Intel,Server Control,-,,cpe:2.3:a:intel:server_control:-:*:*:*:*:*:*:*,CC6EA8A0-21B0-4BD5-B1EF-AA715D5479F6,2007-09-14T17:36:49.090
Intel Shiva Access Manager,Application,Intel,Shiva Access Manager,-,,cpe:2.3:a:intel:shiva_access_manager:-:*:*:*:*:*:*:*,D20EC557-C3C4-4B15-B582-345E2998F553,2007-09-14T17:36:49.090
Intel System Setup Utility,Application,Intel,System Setup Utility,-,,cpe:2.3:a:intel:system_setup_utility:-:*:*:*:*:*:*:*,ED84ED04-B192-4387-B721-44AA12AEB9D1,2007-09-14T17:36:49.090
Internet Security Systems BlackICE,Application,Iss,Blackice,-,,cpe:2.3:a:iss:blackice:-:*:*:*:*:*:*:*,A2043015-771B-4610-A0B5-CE5B007E4A82,2008-03-25T19:15:46.227
Internet Security Systems BlackICE Agent,Application,Iss,Blackice Agent,-,,cpe:2.3:a:iss:blackice_agent:-:*:*:*:*:*:*:*,3F3592C7-A105-48F2-B530-B55BC19AEDFE,2008-03-25T19:15:46.350
Internet Security Systems BlackICE Agent Server,Application,Iss,Blackice Agent Server,-,,cpe:2.3:a:iss:blackice_agent_server:-:*:*:*:*:*:*:*,E122A0FA-A2AA-46CF-B2AB-4DE37005FE9A,2008-03-25T19:15:46.727
Internet Security Systems BlackICE Defender,Application,Iss,Blackice Defender,-,,cpe:2.3:a:iss:blackice_defender:-:*:*:*:*:*:*:*,04017B1D-E026-4328-A47D-34EDF212A925,2008-03-25T19:15:47.193
Internet Security Systems BlackICE PC Protection,Application,Iss,Blackice Pc Protection,-,,cpe:2.3:a:iss:blackice_pc_protection:-:*:*:*:*:*:*:*,61817EED-3BBF-4263-A6FD-E75026E557EF,2008-03-25T19:15:47.490
Internet Security Systems BlackICE Server Protection,Application,Iss,Blackice Server Protection,-,,cpe:2.3:a:iss:blackice_server_protection:-:*:*:*:*:*:*:*,797B306D-BD81-40DC-B38E-11BB3DA0979A,2008-03-25T19:15:48.490
Internet Security Systems Internet Scanner,Application,Iss,Internet Scanner,-,,cpe:2.3:a:iss:internet_scanner:-:*:*:*:*:*:*:*,0E0D3670-18BC-4F2F-8476-15D315D9FD8C,2008-03-25T19:15:49.273
Internet Security Systems Internet Security Scanner,Application,Iss,Internet Security Scanner,-,,cpe:2.3:a:iss:internet_security_scanner:-:*:*:*:*:*:*:*,F32EDF04-78C7-4D78-B314-FF3F44D82425,2008-03-25T19:15:49.523
Internet Security Systems Proventia Desktop,Application,Iss,Proventia Desktop,-,,cpe:2.3:a:iss:proventia_desktop:-:*:*:*:*:*:*:*,EC9144A4-C6FF-4420-AFE9-2B0CC25C2A3C,2008-03-25T19:15:50.943
Internet Security Systems RealSecure,Application,Iss,Realsecure,-,,cpe:2.3:a:iss:realsecure:-:*:*:*:*:*:*:*,E7876D0A-2AF3-4793-BF6F-7687A85582EA,2008-03-25T19:15:52.740
Internet Security Systems RealSecure Desktop,Application,Iss,Realsecure Desktop,-,,cpe:2.3:a:iss:realsecure_desktop:-:*:*:*:*:*:*:*,6E602F23-F83F-437F-A23D-30A763A87D05,2008-03-25T19:15:52.930
Internet Security Systems RealSecure Event Collector,Application,Iss,Realsecure Event Collector,-,,cpe:2.3:a:iss:realsecure_event_collector:-:*:*:*:*:*:*:*,49237EC0-127D-41D3-9EB0-72DDC816A87D,2008-03-25T19:15:54.257
Internet Security Systems RealSecure Guard,Application,Iss,Realsecure Guard,-,,cpe:2.3:a:iss:realsecure_guard:-:*:*:*:*:*:*:*,6B76D37F-467F-4D94-9B9D-D76BD207366E,2008-03-25T19:15:54.383
Internet Security Systems RealSecure Network,Application,Iss,Realsecure Network,-,,cpe:2.3:a:iss:realsecure_network:-:*:*:*:*:*:*:*,5A38D4AE-97E8-4598-8984-58D7B66A7B06,2008-03-25T19:15:55.570
Internet Security Systems RealSecure Network Sensor,Application,Iss,Realsecure Network Sensor,-,,cpe:2.3:a:iss:realsecure_network_sensor:-:*:*:*:*:*:*:*,9D36F551-BBA5-4B27-BFA8-56C0C244E209,2008-03-25T19:15:55.943
Internet Security Systems RealSecure Nokia,Application,Iss,Realsecure Nokia,-,,cpe:2.3:a:iss:realsecure_nokia:-:*:*:*:*:*:*:*,47EC5F1D-41EF-4D69-AAF4-2BDAEB007037,2008-03-25T19:15:56.507
Internet Security Systems RealSecure Sentry,Application,Iss,Realsecure Sentry,-,,cpe:2.3:a:iss:realsecure_sentry:-:*:*:*:*:*:*:*,507C43DA-E296-4A92-8E90-21896D52BDBD,2008-03-25T19:15:56.633
Internet Security Systems RealSecure Server Sensor,Application,Iss,Realsecure Server Sensor,-,,cpe:2.3:a:iss:realsecure_server_sensor:-:*:*:*:*:*:*:*,1D086861-4056-46EF-8884-0DE15F47C571,2008-03-25T19:15:57.210
Internet Security Systems RealSecure Workgroup Manager,Application,Iss,Realsecure Workgroup Manager,-,,cpe:2.3:a:iss:realsecure_workgroup_manager:-:*:*:*:*:*:*:*,FC045F4B-1416-43DC-B1A2-7BD9BDBF80FE,2008-03-25T19:15:59.757
Internet Security Systems Site Protector Security Fusion,Application,Iss,Site Protector Security Fusion,-,,cpe:2.3:a:iss:site_protector_security_fusion:-:*:*:*:*:*:*:*,DCBE1C4D-7F3E-4815-9726-246FF2023778,2008-03-25T19:15:59.943
InterVideo Home Theater,Application,Intervideo,Home Theater,-,,cpe:2.3:a:intervideo:home_theater:-:*:*:*:*:*:*:*,9769ABAB-8E17-4FB2-8292-B592F48A8F1D,2007-09-14T17:36:49.090
InterVideo WinDVD,Application,Intervideo,Windvd,-,,cpe:2.3:a:intervideo:windvd:-:*:*:*:*:*:*:*,0C64F8A2-FEC7-4875-A148-B20437D7DB4D,2007-09-14T17:36:49.090
Irfanview,Application,Irfanview,Irfanview,-,,cpe:2.3:a:irfanview:irfanview:-:*:*:*:*:*:*:*,61FE3F67-BF1D-4380-BE4B-341D1BAEEAA3,2011-03-04T17:47:04.937
ISC DHCP Client,Application,Isc,Dhcp Client,-,,cpe:2.3:a:isc:dhcp_client:-:*:*:*:*:*:*:*,4C7B8D37-C2B2-4E4D-8B03-84F81D34EE12,2007-09-14T17:36:49.090
ISC DHCPD,Application,Isc,Dhcpd,-,,cpe:2.3:a:isc:dhcpd:-:*:*:*:*:*:*:*,A2D093E1-38B4-4ACD-A477-70F23BDA68DA,2007-09-14T17:36:49.090
ISC INN,Application,Isc,Inn,-,,cpe:2.3:a:isc:inn:-:*:*:*:*:*:*:*,4689BD1D-5366-44B4-B44F-3CEC5F1F4AD1,2007-09-14T17:36:49.090
JFFNMS JFFNMS,Application,Jffnms,Just For Fun Network Management System,-,,cpe:2.3:a:jffnms:just_for_fun_network_management_system:-:*:*:*:*:*:*:*,D632ECE0-0905-4C7B-A2AD-DD106B2B9E6D,2008-04-01T16:39:27.953
Jolly Giant Software Inc. QWS3270 Secure,Application,Jollygiant,Qws3270 Secure,-,,cpe:2.3:a:jollygiant:qws3270_secure:-:*:*:*:*:*:*:*,2E28E747-29AF-4420-AED5-F8355F8F0AB2,2008-03-25T19:16:00.837
Juniper JuniperSetup Control,Application,Juniper,Junipersetup Control,-,,cpe:2.3:a:juniper:junipersetup_control:-:*:*:*:*:*:*:*,F67153AB-430C-4548-8DBE-10027DD1A5EB,2007-09-14T17:36:49.090
Juniper JUNOS,Operating System,Juniper,Junos,-,,cpe:2.3:o:juniper:junos:-:*:*:*:*:*:*:*,6BD99263-1E0D-464E-949B-C3C1B8EC1473,2007-09-14T17:36:49.090
Juniper JUNOS E,Operating System,Juniper,Junos E,-,,cpe:2.3:o:juniper:junos_e:-:*:*:*:*:*:*:*,644A3AF5-3330-4825-B92D-877C5230CBD4,2007-09-14T17:36:49.090
Juniper JUNOS Internet Software,Application,Juniper,Junos Internet Software,-,,cpe:2.3:a:juniper:junos_internet_software:-:*:*:*:*:*:*:*,8EA256C6-0D59-405F-9E2E-089CB982A7F0,2007-09-14T17:36:49.090
Juniper JUNOS J,Operating System,Juniper,Junos J,-,,cpe:2.3:o:juniper:junos_j:-:*:*:*:*:*:*:*,EDA61125-ECE1-472A-9F0A-22A3B5285545,2007-09-14T17:36:49.090
Juniper JUNOS M,Operating System,Juniper,Junos M,-,,cpe:2.3:o:juniper:junos_m:-:*:*:*:*:*:*:*,450C72F0-16EA-4DD3-B510-A869C111C8DF,2007-09-14T17:36:49.090
Juniper JUNOS T,Operating System,Juniper,Junos T,-,,cpe:2.3:o:juniper:junos_t:-:*:*:*:*:*:*:*,BDA70074-F792-4224-BB1B-E2D6CEF617F7,2007-09-14T17:36:49.090
